timestamp	status	path	session
2026-06-08T08:09:08.561Z	M	backend/app/api/jobs.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/api/plugins.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/api/settings.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/api/settings_lada_upgrade.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/api/settings_response.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/api/settings_updates.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/api/system.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/core/config.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/knowledge/api.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/knowledge/indexer.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/knowledge/repository.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/main.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/plugins/contracts.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/plugins/runtime.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/app/tasks/job_phases.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/tests/test_knowledge_core.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/tests/test_mdc_ng_manual_plugin.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/tests/test_settings_lada_upgrade.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/tests/test_settings_response.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	backend/tests/test_settings_updates.py	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/covers/1178333.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/covers/1178526.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/images/01ae217cba9237acb5c06cb3deac0caf1c2106f72994e3940ceb05d5b2b239c5.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/images/1d90e0b5cbc279064d8a2f1b8ef708dce09d311f5c850c867ee0fd3f0f3976d6.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/images/2ae2166f3feb501f08cbdbc1edc5c62d900ae64d45a455f2d38d6600b177490c.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/images/6c25f132095361ca880a8de444659986088d4b64743c44304a25517a6944e924.jpg	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/images/6c25f132095361ca880a8de444659986088d4b64743c44304a25517a6944e924.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugin_cache/mteam-plugin/images/f46cb334675047071cea700b338a7a0ee342974052c4cbe0de015bf6440a9102.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugins_config.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	data/plugins_state.json	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	frontend/src/App.vue	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	frontend/src/api/plugins.ts	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
2026-06-08T08:09:08.561Z	M	frontend/src/api/types.ts	/home/kinax/.codex/sessions/2026/06/08/rollout-2026-06-08T16-08-55-019ea647-0e81-7d81-9b62-558364a36e3f.jsonl
